clientid,income,age,loan,LTI,default10yr
58,29724.4768752716,31.9685264034,3075.3457279324,0.1034617275,0
59,52143.8236744143,20.8376339208,2393.0996785886,0.0458942116,0
60,56577.7228609659,36.8478006818,5947.4217212989,0.1051194962,0
61,37660.7707166113,53.7450604746,2129.5971648113,0.0565468291,0
62,37403.7953955121,47.9441217002,2044.0470453407,0.0546481186,0
63,31652.6937345043,62.0238024718,5151.0704453905,0.1627371904,0
64,32727.7007326484,34.4748710068,1087.9193637513,0.0332415458,0
65,69078.6048118025,25.1075240481,4076.5839141648,0.0590136979,0
66,40622.1948727034,41.5271887868,4949.9023334445,0.1218521636,0
67,37521.0171728395,60.5410774336,8.0120762471,0.0002135357,0
68,30735.8084991574,22.2420977438,5946.82229678,0.1934818893,1
69,24857.6948815025,21.5986763537,2692.1634585589,0.1083030213,0
70,33180.2015937865,49.5659772772,4621.997742422,0.1392998692,0
71,66628.2600886188,52.3838734385,5992.8850924393,0.0899450936,0
72,38564.9321298115,21.2164916703,5604.1699904829,0.1453177714,1
73,33704.5084964484,33.183106232,5898.0008931423,0.1749914524,1
74,57018.4848317876,44.8257153076,3507.2521660722,0.0615107921,0
75,40526.9027850591,28.6063759574,2119.984911479,0.0523105583,0
76,50827.9805234633,51.0129371877,1765.9833371634,0.0347443144,0
77,40775.8115953766,60.2887568264,1922.6100223273,0.0471507481,0
78,55467.1514127403,56.8513309574,9226.902040898,0.1663489436,0
79,38789.0293891542,61.2292854288,7650.655209881,0.1972376038,0
80,58074.8401279561,50.0749242743,7388.0244399742,0.1272155795,0
81,57814.1063381918,43.8309230963,7252.1200039709,0.1254385904,0
82,45190.7291822135,53.8395200036,7893.5598885064,0.1746721071,0
83,36801.9071803428,43.0279434239,5406.3449264973,0.1469039335,0
84,68811.7794157006,24.0382653452,4211.3026107197,0.0612003155,0
85,30483.2955286838,33.6564412359,4514.0097801129,0.148081423,1
86,44930.3941731341,19.7773858458,7708.3156249701,0.1715612731,1
87,43671.4565544389,25.5850369763,8066.6978652402,0.1847132773,1
88,27612.9148015752,19.2124481862,1513.6241996701,0.0548158067,0
89,53607.3269252665,27.5617124047,2378.7661730363,0.0443739002,0
90,33036.6831202991,25.0633674175,958.9798221228,0.0290277271,0
91,64275.8348886855,61.4409130015,7520.0320530878,0.1169962563,0
92,30673.8375034183,59.3338370761,383.1075693524,0.0124897176,0
93,58793.6143088154,56.4944104054,4391.9810536515,0.0747016679,0
94,21053.4906177782,63.3794076466,754.6018821428,0.0358421269,0
95,42095.4222022556,55.3661880465,1183.7045682576,0.0281195557,0
96,50360.6787929311,28.8395424685,4217.1668230748,0.0837392768,0
97,41970.7244774327,63.1699139439,1622.317392326,0.0386535475,0
98,51663.410179317,63.7357102409,4147.8885848744,0.0802867749,0
99,53601.8124362454,20.240621272,9601.3754821711,0.1791240827,1
100,43439.98872675,24.179470323,6879.3060070428,0.158363439,1
101,51461.0531670041,36.651558625,7292.2641768626,0.1417045266,0
102,41285.1723073982,47.9763081614,2313.8250047974,0.05604494,0
103,62895.7497701049,49.9226037161,2001.2815139103,0.0318190263,0
104,57296.1608227342,25.7084823274,10601.0827828556,0.1850225675,1
105,60844.0924948081,45.6552049979,12072.2557579712,0.198412948,0
106,47634.5495483838,44.2948713298,141.7038179464,0.0029748118,0
107,23998.3236929402,29.9100334882,3928.3039085183,0.1636907627,1
108,63391.6159672663,34.7392676645,190.8892748169,0.0030112701,0
109,21534.5512190834,44.3150380226,228.3353869689,0.0106032108,0
110,28255.6525128894,35.5140173663,2109.2427976728,0.0746485255,0
111,36496.1339323781,19.5157164894,165.5060901187,0.0045348938,0
112,41631.6662961617,53.0476547657,106.0907471794,0.0025483185,0
113,68762.4166649766,20.9912433564,2796.752303124,0.0406726878,0
114,30075.2649246715,29.2350565218,2628.5779228427,0.0873999923,0
115,41302.6741752401,38.6606185785,1379.9131242583,0.0334097768,0
116,39703.759427648,47.4687409927,2403.4782156905,0.0605352805,0
117,63161.0920350067,59.6751149814,804.0924414768,0.0127308192,0
118,63062.1420964599,26.5857784841,56.1661643873,0.0008906479,0
119,34507.5279055163,38.5877833911,1793.7502554251,0.0519814187,0
120,27954.7077650204,29.9045216716,1627.0414050731,0.0582027692,0
121,37369.3820601329,35.3419488417,3783.6011509908,0.1012486946,0
122,43912.0627404191,23.8219211781,7757.1367886993,0.1766516147,1
123,22766.7745016515,29.3259014729,1429.4017623047,0.0627845531,0
124,21603.3057007007,21.3750333181,178.333870987,0.0082549344,0
125,61952.9066886753,18.4774250188,3635.6005890215,0.0586832932,0
126,36116.3650918752,22.5358841913,1494.9845683243,0.0413935501,0
127,26157.7772721648,22.8269377253,2295.8116564185,0.0877678418,0
128,26458.3832048811,59.5229867357,552.3981664054,0.0208780016,0
129,69156.3037736341,53.4108624998,7364.7355776451,0.1064940602,0
130,39441.4447643794,46.7538959244,1034.7588383331,0.0262353178,0
131,60119.0658099949,45.0769692315,1810.9604596642,0.0301228975,0
132,55613.4854606353,24.3771287729,4255.2521372009,0.0765147536,0
133,37049.3862358853,29.4230185477,6056.8172137731,0.1634795561,1
134,23122.0649252646,53.3095358415,4263.4930307689,0.1843906695,0
135,48790.1324336417,32.4756210591,5519.0960395704,0.1131191035,0
136,59132.6851560734,48.3449929575,4575.5276354275,0.077377302,0
137,55305.5748273619,53.5822798652,8176.7071654833,0.1478459846,0
138,26037.4636435881,24.7831077934,3293.2508787103,0.1264812473,1
139,64899.8050298542,38.1160166832,4654.2492170836,0.071714379,0
140,27089.1243172809,21.2076896024,5029.4887815462,0.1856645022,1
141,45341.4746373892,22.5695683574,6525.2184225992,0.1439127967,1
142,24865.7980747521,37.3097529393,4439.1161542081,0.1785229712,0
143,28239.5432051271,26.1922096619,4189.8325680448,0.1483675758,1
144,52730.0805016421,50.2377849855,5706.3253225358,0.1082176486,0
145,28982.0581488311,39.0484098746,2898.7618238762,0.1000191846,0
146,36221.2660070509,26.1015004199,5094.6700842702,0.1406541142,1
147,33551.1243715882,58.8569274861,4333.3608624306,0.1291569491,0
148,43891.3559704088,49.1538267019,5792.9063332681,0.1319828519,0
149,45148.8857204095,60.5250064535,6455.3917717801,0.1429800906,0
150,58481.0121613555,40.8329182346,5380.5605960752,0.0920052577,0
151,69579.9292111769,57.7562431647,10868.2414720072,0.156197938,0
152,52743.3085651137,44.0485165128,2684.7006706517,0.0509012564,0
153,65635.6615293771,51.1677144752,12701.603475,0.1935168044,0
154,34559.9070354365,29.1121819927,3317.5298740907,0.0959935995,0
155,60218.5315266252,32.4718877156,3157.9610817063,0.052441682,0
156,51689.5485389978,46.1541915215,9881.9760062067,0.1911793832,0
157,47541.614335496,55.2345850714,1611.2165971942,0.0338906581,0
158,62905.7930246927,27.909651964,11423.9362953488,0.1816038833,1
159,65632.6045794412,47.1057667518,12498.0404543763,0.1904242645,0
160,31847.8537187912,41.4163357611,2913.7699313303,0.0914903075,0
161,27947.4402824417,58.3484551762,5514.1174214255,0.1973031292,0
162,62246.7272495851,31.0818845071,406.7207693058,0.0065340105,0
163,40154.6885655262,60.5296831951,6013.1528740037,0.1497497077,0
164,58627.5548837148,33.1156532462,1215.6525598048,0.0207351741,0
165,33441.0510654561,27.8734861887,5282.7285603084,0.1579713673,1
166,55603.7867954001,43.8394727889,1411.1300804974,0.025378309,0
167,31046.3789664209,29.2973987455,4907.6740844678,0.1580755711,1
168,44708.0998728052,21.1087735659,2390.8505965863,0.0534769002,0
169,23340.2706962079,42.8286152952,2707.760938963,0.1160124051,0
170,24830.1819711924,28.9702452291,2046.6850503448,0.0824273077,0
171,31422.7473852225,53.898080206,1686.8359018397,0.0536819993,0
172,60477.2338457406,60.4021064555,10711.700895547,0.1771195575,0
173,26039.0214901417,49.39040223,2056.7523822824,0.0789873146,0
174,36186.8480732664,50.5067522144,1130.7352653068,0.0312471333,0
175,39772.1187258139,43.7254478061,5492.8936893799,0.1381091545,0
176,34730.1640710793,63.3762330119,818.5084418877,0.0235676526,0
177,23118.4833147563,57.5810503219,1746.9365590256,0.0755644968,0
178,50072.8476257063,33.0152727491,8088.5680185681,0.1615360101,1
179,67465.0623858906,23.6110538482,1802.6169940416,0.0267192667,0
180,38625.6320099346,19.6300378023,5836.5633814593,0.1511059646,1
181,45227.482826449,26.7231624448,5521.5074051112,0.1220830137,1
182,64901.8977349624,44.9388158494,9589.833525072,0.1477589078,0
183,40543.9135432243,51.4608756178,6507.8501914893,0.1605136165,0
184,27793.2667220011,60.5169084747,382.2489041104,0.0137532917,0
185,61167.774819769,20.5836314359,10396.6181477631,0.1699688795,1
186,64619.6646196768,26.0420926865,9704.7824094498,0.1501831132,1
187,37593.7578664161,54.0104153105,7274.3256282236,0.1934982306,0
188,35032.6495990157,56.7246256219,135.9316844947,0.0038801428,0
189,58364.4649758935,55.5965494788,5809.8990004485,0.0995451428,0
190,56945.8104134537,45.5540205068,6388.3698262335,0.1121833157,0
191,27204.8485511914,29.0720967199,3827.8939146126,0.1407063122,1
192,21648.261025548,52.5870399242,3558.5272615577,0.1643793586,0
193,31077.8568894602,44.2215166972,4452.3306791919,0.1432637616,0
194,42522.9224073701,53.8686510776,6790.8502633585,0.1596985785,0
195,31769.247718621,44.7743805875,1148.2214359268,0.0361425441,0
196,35556.779911276,23.7774331844,6361.9734381015,0.1789243417,1
197,52908.8242375292,53.6956359204,9841.0805527096,0.1860007417,0
198,35045.1314053498,28.6532836552,2382.4667721656,0.0679828175,0
199,44488.1644845009,33.431205485,2751.088842931,0.0618386682,0
200,41679.9371177331,53.6699082404,395.0007750871,0.0094770003,0
201,54619.9471969157,52.4244221742,10780.2718821749,0.1973687716,0
202,38053.6231258884,26.206880325,6110.5727924365,0.16057795,1
203,64718.6617762782,37.2764920085,1485.0799354113,0.0229467034,0
204,43159.0849696659,62.4420966911,4350.019896742,0.1007903643,0
205,29445.5105019733,28.4456774769,1758.8818646626,0.0597334478,0
206,25817.3898840323,37.9454801898,4115.4847193336,0.1594074667,0
207,66356.8567414768,61.5248488286,10725.4847277828,0.1616334054,0
208,56676.1579993181,46.6789695257,2278.5543485418,0.0402030488,0
209,61000.0427742489,48.6236102139,2160.7849080213,0.0354226786,0
210,58906.2516856939,42.0493419757,9290.5753449239,0.1577179854,0
211,49589.1537214629,42.775255885,2627.4054884209,0.052983471,0
212,40141.6035415605,56.1514183846,845.3663712741,0.0210596064,0
213,31659.7282118164,31.9281536792,858.5113879992,0.0271168275,0
214,62658.2216285169,25.4631600711,3343.36716094,0.0533587943,0
215,39264.4834984094,37.0277528418,5255.7882831398,0.1338560402,0
216,46643.1264812127,53.4050833671,6440.8614342258,0.1380881154,0
217,30515.3721175157,20.1618777225,415.240434974,0.0136075822,0
218,65077.322027646,50.9791347058,11061.8118946308,0.169979519,0
219,60871.8690043315,61.2601441988,4844.1722236387,0.0795798175,0
220,25011.1038959585,36.2151896632,3834.0427822767,0.153293625,0
221,68407.1855084039,60.9375815815,597.944065528,0.0087409541,0
222,43727.4393439293,55.1925993469,1170.5563339931,0.0267693776,0
223,45788.7471001595,41.261946226,5894.0413167281,0.1287224851,0
224,65705.0108234398,50.9284318453,1969.7941341929,0.0299793594,0
225,32434.7025062889,41.3531710147,2738.4404960777,0.0844293391,0
226,58121.6685753316,27.3018002296,7531.1012485039,0.1295747599,1
227,62498.5072459094,31.9096907987,3312.877621538,0.053007308,0
228,26090.7258768566,48.0785200722,4255.6263918199,0.1631087771,0
229,64780.93853686,20.2281011762,8402.415585757,0.129705061,1
230,65588.4034163319,22.9182122629,7879.7381360124,0.1201391973,1
231,65743.7036675401,52.3005040959,7724.5714137745,0.1174952274,0
232,37164.5215828903,47.2954547601,1445.8021891438,0.0389027526,0
233,65176.5297795646,48.9632109753,2365.2874903999,0.0362904791,0
234,34615.5421738513,25.514389649,6476.7608520614,0.187105573,1
235,59079.4650535099,58.6383316047,10326.0897733222,0.1747830615,0
236,56267.1716371551,22.4861360388,7329.2431638226,0.130257892,1
237,34862.8212860785,54.9648733116,6040.7720618317,0.1732726107,0
238,60521.3641002774,45.4249930051,8035.8831727802,0.1327776281,0
239,42276.7829080112,57.9306961889,8055.3050841239,0.190537324,0
240,38451.1777129956,63.4214554904,3441.2614162126,0.0894969054,0
241,45985.1086535491,53.5338888033,7382.0564261375,0.1605314556,0
242,51000.4224418662,27.8029975118,778.7326955549,0.0152691421,0
243,31523.1077652425,40.4461679389,5174.5705686918,0.1641516632,0
244,28648.6767511815,18.3969698278,1870.9252528541,0.0653058174,0
245,27514.4279631786,21.8976978017,3400.9107438857,0.123604632,1
246,27441.0003842786,37.3990698862,1455.0476020381,0.053024583,0
247,67709.2415909283,50.4129322777,5136.8193075102,0.0758658521,0
248,38600.7071868517,44.7227962231,2749.0801906343,0.0712183893,0
249,30950.295405928,26.310194327,5043.1486365608,0.1629434734,1
250,27083.8228682987,60.6666585184,3286.2128815587,0.1213348979,0
251,21512.7452672459,24.7795283021,2453.3761214987,0.1140429123,0
252,34796.0035596043,58.4878998776,443.6665381132,0.0127505027,0
253,27089.3928408623,51.2941970383,1851.3115629901,0.068340829,0
254,25259.4016306102,39.7397662643,4341.0080819425,0.1718571226,0
255,47007.3135849088,45.0197964297,4069.4026461365,0.0865695641,0
256,20358.665024396,53.6151803117,1064.6869178866,0.0522964996,0
257,67900.2265259624,43.5143038421,7902.7429652236,0.1163875788,0
258,54418.4709945694,55.2220663037,5630.7412209843,0.1034711398,0
259,51288.5546940379,29.9207484745,6536.9663629454,0.1274546807,1
260,28199.6016320772,36.6687041712,3871.6889019341,0.1372958722,0
261,22199.6151423082,60.1048188834,1498.3909185188,0.0674962565,0
262,50514.4696263596,57.3796501425,2003.6535703695,0.0396649432,0
263,34414.2403383739,54.5301724006,617.5387521973,0.0179442796,0
264,37633.0874324776,29.4214125732,868.1624732744,0.023069127,0
265,55235.5040726252,47.005260142,4910.5476582357,0.0889020158,0
266,45587.5518429093,62.0221380731,8366.6142677022,0.1835284838,0
267,52757.7949385159,53.0822144486,2321.2063142309,0.0439974096,0
268,41174.8081259429,52.3393763732,2888.4447099632,0.0701507752,0
269,25685.5352013372,39.0091894618,490.7429211356,0.0191058087,0
270,28145.3029997647,55.5476296111,4805.971549084,0.1707557225,0
271,52094.2183723673,40.8445077632,495.0211991543,0.0095024211,0
272,33552.3859760724,25.1596109355,6054.2441263584,0.1804415379,1
273,37400.9337672032,50.1084866761,1693.1373780329,0.0452699226,0
274,21605.7250904851,23.2381696003,2828.308618256,0.1309055172,1
275,57562.891736161,56.6005673469,8508.8353991243,0.1478180672,0
276,62288.5396052152,25.6021726369,10657.1061233567,0.1710925668,1
277,22767.2642027028,45.1232806812,1205.786012738,0.0529613924,0
278,20943.0433274247,19.8196311858,4098.1157895498,0.1956790962,1
279,20622.860097792,30.4140330967,3518.4526294613,0.1706093438,1
280,48436.6646315902,49.0278497678,5851.4097886154,0.1208053823,0
281,27574.6341841295,57.6437090645,1017.3961595341,0.0368960891,0
282,62889.362142887,33.2456503003,6525.1517925379,0.1037560498,0
283,37683.2004915923,55.5872108615,7414.552853226,0.1967601678,0
284,54974.4554958306,61.9842032283,8922.1997168134,0.1622971912,0
285,56326.0866724886,40.4054552191,4816.7760741198,0.0855159014,0
286,65670.8834390156,50.0046984688,3950.8701721497,0.0601616723,0
287,50730.7333918288,41.9700667928,1879.0596623744,0.0370398679,0
288,64184.9157912657,46.4470364344,1854.2396131805,0.0288890246,0
289,66179.3241091073,48.1207991494,3646.9378597937,0.055106907,0
290,24969.5268040523,45.1209932161,3595.5019417292,0.1439955979,0
291,54925.518266391,40.8056031088,554.4883448103,0.0100952774,0
292,67879.2480193079,43.5972086615,10433.4743453989,0.1537063926,0
293,67787.526762113,53.3623404414,9607.4988466181,0.141729597,0
294,31657.6193016954,37.7786642946,1448.0719835846,0.0457416576,0
295,36559.1350290924,19.7161760875,3030.2672408227,0.0828867324,0
296,57787.5656588003,22.6446692147,6339.8508444868,0.1097096023,0
297,42521.7260071076,47.7042887476,2661.6125159602,0.0625941787,0
298,51935.1806305349,21.4955053329,5649.4524684898,0.1087789125,0
299,45677.8761278838,51.6930556223,2966.246125205,0.0649383548,0
300,51363.5958125815,21.0219965987,761.4224041848,0.0148241647,0
301,27218.5610304587,55.171019956,4145.0035870586,0.1522859192,0
302,43677.6292207651,32.5530303521,6739.8585984928,0.1543091674,1
303,21533.5955074988,57.9016834628,1971.554219965,0.0915571308,0
304,28010.1909348741,55.366899665,3971.1554788077,0.1417753805,0
305,51589.2827464268,50.3134648902,56.9909740698,0.0011047057,0
306,50480.9526889585,27.0803906261,8831.1843654479,0.1749409212,1
307,43957.35058235,21.1448488398,5416.3577980789,0.1232184771,1
308,61878.3465516753,33.0063595413,567.6687734239,0.0091739486,0
309,60153.3369673416,20.3008601284,6472.347007245,0.1075974723,0
310,33388.5833434761,62.0016749538,4551.8768886077,0.1363303391,0
311,41310.4017777368,53.57694074,4481.1622125285,0.1084753965,0
312,25576.9539321773,51.9322680468,1922.6566258696,0.0751714466,0
313,51455.0984534435,37.2856837031,9447.1171574244,0.1835992436,0
314,48134.1569265351,47.9696752322,2075.5961124218,0.0431210651,0
315,51348.5273043625,52.4367397828,1507.8913408442,0.0293658148,0
316,20532.8237311915,54.623233851,1897.780820872,0.0924266845,0
317,33297.2140214406,46.5799600426,3674.7413401435,0.110361826,0
318,55858.5492358543,25.8665337795,5630.4449723534,0.1007982672,0
319,43777.5184796192,20.0109276962,3601.2996852869,0.082263678,0
320,27789.5190566778,58.5191334835,186.8280739329,0.006722969,0
321,36132.4238753878,34.2942604152,99.4495914003,0.0027523642,0
322,20145.9885970689,21.282783723,839.8390632085,0.041687657,0
323,63108.7073870003,43.1939415303,5757.848995027,0.0912369978,0
324,26581.6145273857,61.9533737507,5090.3927744069,0.1915005113,0
325,62040.8896286972,62.0498009701,7643.6310461072,0.123203118,0
326,69958.7055412121,30.5360198994,8755.6919767255,0.1251551456,1
327,38082.5195158832,45.519977238,4213.4652594876,0.1106404018,0
328,45183.0541761592,33.8955782177,5953.453523709,0.1317629725,1
329,36242.4479611218,39.4154707887,5688.9948491191,0.1569704909,0
330,44527.2589032538,42.0900922776,4588.4722858794,0.1030486133,0
331,40496.2558229454,20.1054587159,4834.6037976649,0.1193839702,0
332,24698.6693050712,48.9125574674,2427.650787795,0.0982907523,0
333,60560.3055260144,49.7505856687,1994.6211339085,0.0329361141,0
334,48018.211456947,50.2041390226,6120.090021074,0.1274535189,0
335,30216.2519586273,26.5637165341,2116.5373101406,0.0700463219,0
336,61742.2399506904,44.8726078076,8068.3197035124,0.1306774699,0
337,47288.4266683832,62.4284668569,4004.9888524874,0.0846927913,0
338,24658.8993165642,59.4365005721,590.5980811942,0.0239507074,0
339,64644.3481021561,58.8406567499,9848.1714489399,0.1523438899,0
340,57517.7241396159,52.4860697873,4536.8572094026,0.0788775508,0
341,52945.5477884039,54.6319151935,6262.0079452965,0.1182726066,0
342,36366.9904111885,47.1914100861,371.0408950117,0.0102026836,0
343,62113.7295663357,27.8844150044,11928.5098562393,0.1920430465,1
344,62279.5195016079,26.6664690534,6801.4058925033,0.1092077451,0
345,61799.0849586204,56.9579610438,5619.2176036477,0.0909271975,0
346,50139.7400093265,30.2678123456,7758.7998227781,0.1547435192,1
347,69566.6843489744,52.9670877066,9875.0371825976,0.1419506661,0
348,44897.4883696064,51.3580610543,5732.3990322661,0.1276774991,0
349,22572.3027647473,51.0162404198,724.1931884792,0.0320832658,0
350,37123.0796375312,19.946684496,5659.5092778741,0.1524525803,1
351,68744.788649492,60.7300558584,5207.8831167992,0.0757567696,0
352,21081.1941814609,52.3828332629,2395.1653496084,0.1136162083,0
353,58828.2921165228,32.4029204347,5947.6454682859,0.1011017872,0
354,46706.4588610083,18.8303362895,7084.2635090706,0.1516763138,1
355,32312.8533829004,28.1553204707,228.3308036237,0.0070662532,0
356,60778.7650241517,43.0130229774,10021.0492234587,0.1648774736,0
357,30948.0415470898,42.7513535996,3995.8072949587,0.1291134138,0
358,60122.0115716569,62.9096049448,7189.3507350953,0.1195793445,0
359,43321.6811204329,32.2862543464,743.8671410132,0.017170782,0
360,47904.3412418105,40.0392702394,6183.51414637,0.1290804546,0
361,58597.3832453601,53.2880337355,2588.4902659001,0.0441741614,0
362,66091.9059114531,24.2041407018,8743.5097012238,0.1322931996,1
363,47316.7013772763,27.064197721,1940.6740439249,0.0410145675,0
364,40872.6397715509,54.9480615598,5312.4917062428,0.1299767212,0
365,35154.4934837148,52.8992132419,4037.7196037479,0.1148564295,0
366,32222.8188090958,61.8106158781,934.4771331285,0.0290004775,0
367,40447.6729617454,22.4929238483,1072.1926587435,0.026508142,0
368,48463.2045542821,50.5264297505,8120.2580899123,0.1675551207,0
369,42843.0991293862,28.6317861332,839.8690240153,0.0196033677,0
370,50310.4224381968,53.0386968642,8361.7191002815,0.1662025222,0
371,57565.1999609545,37.7378544868,5353.5616539071,0.0929999663,0
372,55066.1829696037,55.7392006991,9332.7026663338,0.1694815613,0
373,46065.9482097253,52.8386391988,4947.3087275959,0.1073962204,0
374,38309.5856569707,55.4291344974,3545.7239712841,0.092554485,0
375,54472.1447560005,59.2459849967,10836.3830881501,0.1989343937,0
376,58695.0943968259,29.7744096327,1826.5163022944,0.0311187216,0
377,54748.9123116247,31.5968586425,5438.0936932961,0.0993278855,0
378,46328.171917703,56.8408306357,7879.6762084306,0.1700839011,0
379,49633.327468764,38.9890088886,7915.3134433094,0.1594757766,0
380,66339.7838757373,35.591905213,2350.8915080884,0.0354371294,0
381,62650.7196621969,33.4840662708,6425.36536372,0.1025585244,0
382,27646.7800536193,56.311668782,3132.1486918114,0.1132916269,0
383,21437.6157545485,45.7314004921,2563.9608729889,0.1196010276,0
384,50648.1984443963,56.5173067129,7110.7558333142,0.1403950397,0
385,29670.6718439236,53.55019966,2928.9840876373,0.0987164734,0
386,20258.538662456,29.1155316215,2767.8372998142,0.1366257135,1
387,34475.2179738134,42.3079184592,3162.1338373513,0.0917219389,0
388,28926.4324633405,62.0652512829,750.0671069985,0.0259301629,0
389,20660.6689537875,49.3638810948,1756.0376249661,0.0849942288,0
390,24987.9340920597,49.0651086378,3946.8982456222,0.1579521633,0
391,29672.5608105771,51.0198048097,607.9094841881,0.0204872605,0
392,23241.5998866782,40.8477560305,457.1966172084,0.0196714778,0
393,24217.2287590802,23.5107674832,2104.3843228786,0.0868961657,0
394,65574.0933422931,23.5130425245,3031.2463260619,0.0462262789,0
395,55994.4587922655,31.1392572043,680.6196960712,0.0121551259,0
396,67369.3321226165,57.6342398361,2299.4181716088,0.0341315269,0
397,23305.7714928873,28.2175287632,4521.0043115125,0.1939864687,1
398,35195.4663451761,49.6584056043,2836.9881784567,0.080606637,0
399,27135.0726182573,54.8364598048,1387.248801058,0.0511238286,0
400,24037.1651411988,23.3115743245,2469.364426011,0.1027311004,0
401,51625.3132303245,44.8088411903,4592.2455504509,0.0889533693,0
402,50705.7662634179,53.2058221558,1096.967075369,0.021633971,0
403,58079.1569012217,18.6630267929,11540.0458116507,0.1986951331,1
404,62192.4670692533,46.0507889031,1863.891002713,0.0299697229,0
405,62553.6684109829,63.9249755815,4641.7047845224,0.0742035584,0
406,68147.9573179968,22.9843944823,12307.5623225278,0.180600605,1
407,27619.6614070795,47.5405059303,2774.8327811003,0.1004658508,0
408,65330.1928355359,28.5899873124,4030.8036920921,0.0616989407,0
409,26680.1458364353,47.7617399828,1671.1849239185,0.0626377732,0
410,46104.5989114791,51.0563588943,2342.472920881,0.0508077931,0
411,44904.5976437628,44.2066866555,4953.7735993987,0.1103177371,0
412,52934.5944337547,50.4029816468,3248.627718418,0.0613705981,0
413,43509.7577562556,18.0753358607,7363.0376385201,0.1692272726,1
414,22118.3573291637,63.0159466909,3928.1218464786,0.1775955505,0
415,56275.4100235179,30.2498714165,2224.8841598974,0.0395356366,0
416,48630.9795337729,27.0216773641,5862.8330291567,0.1205575764,1
